text,label,label_text,global_label,task_id
are reservations taken at redrobin,9,accept_reservations,0,0
does redrobin take reservations,9,accept_reservations,0,0
please find out if napolis takes lunch reservations,9,accept_reservations,0,0
do they take reservations at applebees,9,accept_reservations,0,0
do they take reservations at buffalo wild wings,9,accept_reservations,0,0
do they take reservations at red robin,9,accept_reservations,0,0
does nopa in san francisco take reservations,9,accept_reservations,0,0
find out if la tour d'argent in paris takes reservations,9,accept_reservations,0,0
does luigi's take reservations,9,accept_reservations,0,0
does gramercy tavern accept reservations,9,accept_reservations,0,0
does buffalo wild wings do reservations,9,accept_reservations,0,0
does stanleys take brunch reservations,9,accept_reservations,0,0
can applebees take any reservations,9,accept_reservations,0,0
does pizzeria delfina in san francisco take reservations,9,accept_reservations,0,0
does hannahs in galloway take reservations,9,accept_reservations,0,0
does cielo take reservations,9,accept_reservations,0,0
can i make a reservation for redrobin,9,accept_reservations,0,0
do they take reservations at outback steakhouse,9,accept_reservations,0,0
does michael's accept reservations,9,accept_reservations,0,0
does ruby tuesday accept reservations,9,accept_reservations,0,0
why is my bank account stopping all transactions from going through,2,account_blocked,1,8
i think my account is blocked but i do not know the reason,2,account_blocked,1,8
why is there a hold on my capital one checking account,2,account_blocked,1,8
why is my account locked,2,account_blocked,1,8
do you know why my account is blocked,2,account_blocked,1,8
why can't i get into my account,2,account_blocked,1,8
"i am unable to complete my order, why could there be a hold on my wells fargo account",2,account_blocked,1,8
do you know why my account appears to be blocked,2,account_blocked,1,8
can you explain why there is a hold on my savings account,2,account_blocked,1,8
i don't understand why my bank account is frozen right now,2,account_blocked,1,8
i am nost sure why my account is blocked,2,account_blocked,1,8
why is there a hold on my charles swab account,2,account_blocked,1,8
i need to know why my bank account is blocking all of activity,2,account_blocked,1,8
is there a reason that my bank account has a freeze on it,2,account_blocked,1,8
what caused a freeze to be put on my bank account,2,account_blocked,1,8
tell me why am i locked out of my bank account,2,account_blocked,1,8
what's the deal with my bank account being locked,2,account_blocked,1,8
why would i have been locked out of my own account,2,account_blocked,1,8
figure out why there is a block on my account please,2,account_blocked,1,8
why am i seeing a hold on my charles schwab account,2,account_blocked,1,8
please turn on the alarm,83,alarm,2,4
provide assistance by setting an alarm at 8:00 and another for 11:00,83,alarm,2,4
i want an alarm set up,83,alarm,2,4
i want to make an alarm,83,alarm,2,4
could you set one alarm for 8am saturday and one for 9am sunday,83,alarm,2,4
set my alarm for 5pm,83,alarm,2,4
create an alarm for 6am,83,alarm,2,4
please create a new alarm for me,83,alarm,2,4
initiate a new alarm please,83,alarm,2,4
please set an alarm for 2 pm for me,83,alarm,2,4
i want an alarm to go off at 9 am,83,alarm,2,4
assist me by setting my alarm for 9:00 and another for 11:00,83,alarm,2,4
make an alarm for me,83,alarm,2,4
tomorrow i need an alarm at 7 tomorrow,83,alarm,2,4
wake me up at noon tomorrow,83,alarm,2,4
put in an alarm for 5pm,83,alarm,2,4
set up two alarms one for 10am and another for 2pm,83,alarm,2,4
set alarm for 6am,83,alarm,2,4
i need an alarm set,83,alarm,2,4
set the alarm to go off at 9 tomorrow,83,alarm,2,4
did the application i put in for a mastercard go through yet,103,application_status,3,1
has my credit card application been approved,103,application_status,3,1
has the application for my american express been processed yet,103,application_status,3,1
where can i go to see if my credit card application has been processed,103,application_status,3,1
what is the status of my new credit card application,103,application_status,3,1
how can i track the progress of my credit card application,103,application_status,3,1
"i put in a credit card application, so what is the status with it currently",103,application_status,3,1
i want to know if my application for a credit card at community bank has been approved or not,103,application_status,3,1
"can you find out the latest on my credit card application, i haven't heard an update in some time",103,application_status,3,1
have you heard anything back on my cc application,103,application_status,3,1
do i have any updates about my credit card application,103,application_status,3,1
has the application i put in for a new visa been processed,103,application_status,3,1
is it likely my credit card application has processed yet,103,application_status,3,1
my credit card application status,103,application_status,3,1
when will my credit card app be approved,103,application_status,3,1
help with credit card application status,103,application_status,3,1
tell me the status of my credit card application,103,application_status,3,1
i want to know if my credit card application has been processed yet,103,application_status,3,1
see if my form submission for an american express card has been seen,103,application_status,3,1
in what status is my credit card application,103,application_status,3,1
what is the apr on my aaa visa card,132,apr,4,3
what apr do i have with my credit card,132,apr,4,3
what's the annual rate on my discover card,132,apr,4,3
"on my bank of america visa, what is the apr",132,apr,4,3
what is the apr on my american express card,132,apr,4,3
tell me the current apr on my visa card from bbt,132,apr,4,3
would you please inform me about my credit card's apr,132,apr,4,3
what is the credit card's apr,132,apr,4,3
"check the apr on my disney visa, please",132,apr,4,3
"i need to know on my citibank card, what is the apr",132,apr,4,3
can you look into whether my card has good apr or not,132,apr,4,3
what is the apr on my visa card,132,apr,4,3
how good is card apr,132,apr,4,3
what apr does this credit card have,132,apr,4,3
what is the credit card apr if you could fill me in,132,apr,4,3
is the apr rate on my amex pretty good,132,apr,4,3
would you say that my card's apr is,132,apr,4,3
what's my apr on this card,132,apr,4,3
give me the apr for my mastercard,132,apr,4,3
how high is the apr on my mastercard,132,apr,4,3
so are you human,117,are_you_a_bot,5,7
are you a real person or an ai,117,are_you_a_bot,5,7
are you a person,117,are_you_a_bot,5,7
tell me now if you are a bot,117,are_you_a_bot,5,7
i need to know if you are a bot,117,are_you_a_bot,5,7
please tell me if you are an ai,117,are_you_a_bot,5,7
are you a real person or a computer,117,are_you_a_bot,5,7
"what are you, a bot or human",117,are_you_a_bot,5,7
tell me if you are a real person or an ai,117,are_you_a_bot,5,7
do you consider yourself a bot,117,are_you_a_bot,5,7
am i speaking with someone real,117,are_you_a_bot,5,7
are you a real human,117,are_you_a_bot,5,7
tell me if you are a human or a computer,117,are_you_a_bot,5,7
are you a live human being,117,are_you_a_bot,5,7
are you really a human,117,are_you_a_bot,5,7
are you human or a bot,117,are_you_a_bot,5,7
are you actually a bot,117,are_you_a_bot,5,7
are you a computer or a real person,117,are_you_a_bot,5,7
am i talking to a person or a bot,117,are_you_a_bot,5,7
are an an ai,117,are_you_a_bot,5,7
what's the balance on my bank account,35,balance,6,9
will the amount in my chase bank account right now cover the cost of a new dryer,35,balance,6,9
what's the balance of my savings,35,balance,6,9
do i have enough in my chase account for new nikes,35,balance,6,9
what is the available balance in savings,35,balance,6,9
what is my bank balance for all accounts,35,balance,6,9
do you know how much i have in checking,35,balance,6,9
can you tell me my current bank accounts balance,35,balance,6,9
what's the balance of my bank accounts,35,balance,6,9
how much do i have in the bank,35,balance,6,9
what is is the details of my bank account,35,balance,6,9
what is the balance of my bank of american account,35,balance,6,9
please tell me my bank balance,35,balance,6,9
i need to know my bank balance,35,balance,6,9
what is the balance of my bank accounts,35,balance,6,9
tell me what i have in my money market account,35,balance,6,9
is there any money left,35,balance,6,9
check my visa account and see if i have enough money for dinner tonight,35,balance,6,9
how much money do i have in my account,35,balance,6,9
is there enough money in my bank of hawaii for vacation,35,balance,6,9
what's the cost of my dte bill plus my electricity bill,27,bill_balance,7,9
how much are my electric and heating bills,27,bill_balance,7,9
can you tell me the total cost of my bills please,27,bill_balance,7,9
how much do i owe on my cable bill,27,bill_balance,7,9
tell me what amount i have to pay for my directv bill please,27,bill_balance,7,9
how much on bills to i have to pay,27,bill_balance,7,9
how much do i need to pay on my bills,27,bill_balance,7,9
i need to know the amounts due for my utilities and cable bills,27,bill_balance,7,9
let me know how much money i will need to spend on paying bills,27,bill_balance,7,9
my water bill is how much this month,27,bill_balance,7,9
how much is my current cable bill for,27,bill_balance,7,9
what's my mortgage payment going to be this month,27,bill_balance,7,9
how much is my cable bill,27,bill_balance,7,9
what do i owe on the car this month,27,bill_balance,7,9
how much is my electricity bill costing me,27,bill_balance,7,9
"i need the dollar amount due on my verizon bill, please",27,bill_balance,7,9
how much are my cable and water bills,27,bill_balance,7,9
please tell me how much i owe sprint and how much i owe hsn,27,bill_balance,7,9
can you tell me what the amount on my directv bill is,27,bill_balance,7,9
what is my domain name bill,27,bill_balance,7,9
what is the exact due date for my mortgage payment,56,bill_due,8,9
please find the exact payment due date for my sprint phone bill,56,bill_due,8,9
i cant remember when my bill is due,56,bill_due,8,9
what date is my water bill due,56,bill_due,8,9
what date do i have to pay my bill,56,bill_due,8,9
when do i need to pay the cable bill,56,bill_due,8,9
do you know when i need to pay my mastercard,56,bill_due,8,9
i need to know where to locate when my gas bill is due,56,bill_due,8,9
can you tell me when my electric bill is due,56,bill_due,8,9
what is the latest date that i can pay my direct tv bill this month,56,bill_due,8,9
