text,label,label_text,global_label,task_id
can i make a reservation for redrobin,9,accept_reservations,0,0
does buffalo wild wings do reservations,9,accept_reservations,0,0
does stanleys take brunch reservations,9,accept_reservations,0,0
does hannahs in galloway take reservations,9,accept_reservations,0,0
does gramercy tavern accept reservations,9,accept_reservations,0,0
are reservations taken at redrobin,9,accept_reservations,0,0
does redrobin take reservations,9,accept_reservations,0,0
does luigi's take reservations,9,accept_reservations,0,0
do they take reservations at applebees,9,accept_reservations,0,0
does nopa in san francisco take reservations,9,accept_reservations,0,0
does cielo take reservations,9,accept_reservations,0,0
does michael's accept reservations,9,accept_reservations,0,0
does pizzeria delfina in san francisco take reservations,9,accept_reservations,0,0
can applebees take any reservations,9,accept_reservations,0,0
find out if la tour d'argent in paris takes reservations,9,accept_reservations,0,0
do they take reservations at buffalo wild wings,9,accept_reservations,0,0
does ruby tuesday accept reservations,9,accept_reservations,0,0
please find out if napolis takes lunch reservations,9,accept_reservations,0,0
do they take reservations at outback steakhouse,9,accept_reservations,0,0
do they take reservations at red robin,9,accept_reservations,0,0
tell me the status of my credit card application,103,application_status,3,1
do i have any updates about my credit card application,103,application_status,3,1
has the application i put in for a new visa been processed,103,application_status,3,1
when will my credit card app be approved,103,application_status,3,1
have you heard anything back on my cc application,103,application_status,3,1
did the application i put in for a mastercard go through yet,103,application_status,3,1
has my credit card application been approved,103,application_status,3,1
"can you find out the latest on my credit card application, i haven't heard an update in some time",103,application_status,3,1
where can i go to see if my credit card application has been processed,103,application_status,3,1
"i put in a credit card application, so what is the status with it currently",103,application_status,3,1
help with credit card application status,103,application_status,3,1
see if my form submission for an american express card has been seen,103,application_status,3,1
my credit card application status,103,application_status,3,1
is it likely my credit card application has processed yet,103,application_status,3,1
i want to know if my application for a credit card at community bank has been approved or not,103,application_status,3,1
what is the status of my new credit card application,103,application_status,3,1
in what status is my credit card application,103,application_status,3,1
has the application for my american express been processed yet,103,application_status,3,1
i want to know if my credit card application has been processed yet,103,application_status,3,1
how can i track the progress of my credit card application,103,application_status,3,1
i don't understand why my card was declined yesterday,49,card_declined,18,1
i was at walmart today and my card got declined when i went to buy qtips,49,card_declined,18,1
please tell me why my card was declined,49,card_declined,18,1
let me know why my card got declined the other day,49,card_declined,18,1
how come starbucks declined my card when i tried to use it to pay,49,card_declined,18,1
i was at whole foods trying to buy groceries and my card got declined,49,card_declined,18,1
find out what happened to make my card get declined yesterday,49,card_declined,18,1
i need to know why my card declined yesterday,49,card_declined,18,1
why did my card get declined at the dentist office,49,card_declined,18,1
i wonder why my card got declined yesterday,49,card_declined,18,1
why did my card get rejected yesterday,49,card_declined,18,1
i need to know why my card was declined,49,card_declined,18,1
my card didn't go through when i was buying a case of water at walmart,49,card_declined,18,1
