text,label,label_text,global_label,task_id
do they take reservations at bar tartine,9,accept_reservations,0,0
does ruby tuesday accept reservations,9,accept_reservations,0,0
are reservations allowed at burger king,9,accept_reservations,0,0
how many culver's take reservations,9,accept_reservations,0,0
is there evening reservations available in the eve,9,accept_reservations,0,0
what's with the block on my bank account,2,account_blocked,1,8
why is my account locked,2,account_blocked,1,8
why does my credit union account have a hold on it,2,account_blocked,1,8
what is the reason i am locked out of my bank account,2,account_blocked,1,8
can you find out what triggered a hold on my bank account,2,account_blocked,1,8
set an alarm for 5 pm,83,alarm,2,4
make a new alarm for 6 in the morning,83,alarm,2,4
create an alarm for 6am,83,alarm,2,4
please set up an alarm to go off tomorrow at daybreak,83,alarm,2,4
please turn on the alarm,83,alarm,2,4
do you know if my amex card app went through,103,application_status,3,1
what is the status of the application for a credit card i put in,103,application_status,3,1
"i put in a credit card application, so what is the status with it currently",103,application_status,3,1
look into the status of the credit card application i submitted recently for my new card,103,application_status,3,1
i filed a credit card application so what is going on with it,103,application_status,3,1
it would be great if you could tell me my credit card's apr,132,apr,4,3
how good is card apr,132,apr,4,3
is the apr on my credit card good,132,apr,4,3
how good is the apr on my credit card,132,apr,4,3
what will the apr on my transferred balance be after the first year on my bank of america credit card,132,apr,4,3
are an an ai,117,are_you_a_bot,5,7
are you actually a bot,117,are_you_a_bot,5,7
tell me now if you are a bot,117,are_you_a_bot,5,7
how do i know if you are a real person,117,are_you_a_bot,5,7
are you real or not,117,are_you_a_bot,5,7
purchase a flight from boise to sacramento on sunday and returning on wednesday,63,book_flight,9,4
book a flight from chicago to dc on monday and returning on wednesday,63,book_flight,9,4
find me a roundtrip flight from dallas to los angeles from march 2 to march 10,63,book_flight,9,4
could you make a flight reservation with air emirates from orlando to london,63,book_flight,9,4
i'd like a flight from laguardia to orlando on southwest for under $400,63,book_flight,9,4
i want to book a hotel room for 10 people from monday to tuesday in manhattan,116,book_hotel,10,6
book me a hotel in pittsburgh near grant street for 3/15 through 3/18,116,book_hotel,10,6
i'm inquiring about the availability of a room that fits 10 people from monday to tuesday in manhattan,116,book_hotel,10,6
find me a hotel in kansas city with good reviews,116,book_hotel,10,6
i need a room in london for 2 people from march 1st to 3rd,116,book_hotel,10,6
what is 38% of 389209,138,calculator,11,7
what is 2+2,138,calculator,11,7
what is 2 + 2,138,calculator,11,7
what's ten times eight,138,calculator,11,7
what is the square root of 66,138,calculator,11,7
"the 21st, what is on my calendar",60,calendar,12,7
do i have anything on my calendar for march 2nd,60,calendar,12,7
what do i have scheduled on march 2nd on my calendar,60,calendar,12,7
do i have anything on my calendar for may 3,60,calendar,12,7
what's on the calendar for march 4th,60,calendar,12,7
remember to put down that i have an appointment for tomorrow on my calendar,105,calendar_update,13,7
remove anniversary dinner from my calendar on april 5,105,calendar_update,13,7
clear my calendar for the date of june 23,105,calendar_update,13,7
remove from calendar jesse's bbq on june 9th,105,calendar_update,13,7
add my doctor appointment on march 25th at 3:00 to my calendar,105,calendar_update,13,7
i need to know the number of calories on average in a handful of pistachios,135,calories,14,4
how many calories does a scoop of chocolate ice cream have,135,calories,14,4
one cup of almonds has how many calories,135,calories,14,4
what's the caloric content if you eat roast beef,135,calories,14,4
do cheetos have a lot of calories,135,calories,14,4
pause,147,cancel,15,6
can you please cancel,147,cancel,15,6
mute,147,cancel,15,6
forget it,147,cancel,15,6
stop and go back,147,cancel,15,6
please cancel the table i had reserved for tonight,67,cancel_reservation,16,2
the reservation i have isn't needed any more,67,cancel_reservation,16,2
can i cancel my reservations please,67,cancel_reservation,16,2
"cancel my reservation for dinner, please",67,cancel_reservation,16,2
scrap that dinner reservation,67,cancel_reservation,16,2
please look up if i can rent a car in houston from march 25 to march 29,40,car_rental,17,3
i'll need a rental car from 3/3 - 3/14 in vegas,40,car_rental,17,3
i want to reserve a convertible from july 2nd through july 18th for los angeles,40,car_rental,17,3
i'd like to rent a vehicle from nov 1st to nov 15th in san antonio and i need a 15 passenger van,40,car_rental,17,3
find out if i can rent a car in los angeles from march 2-9,40,car_rental,17,3
please tell me why did my card not get accepted,49,card_declined,18,1
explain why was my card declined at boston market,49,card_declined,18,1
i wonder why my card got declined yesterday,49,card_declined,18,1
let me know why my card got declined,49,card_declined,18,1
how do i fix my card being declined,49,card_declined,18,1
does united airlines allow more than one carry on,62,carry_on,19,7
does jet blue have any carry-on restrictions,62,carry_on,19,7
am i limited in carry ons for jet blue,62,carry_on,19,7
what are my carry on options when flying american airlines to trenton,62,carry_on,19,7
how strict is spirit when it comes to carry ons,62,carry_on,19,7
switch to female voice,51,change_accent,20,8
please use male voice,51,change_accent,20,8
i would prefer to hear you speak like a british male,51,change_accent,20,8
please use a male voice when speaking,51,change_accent,20,8
go ahead and change your accent to the male british one,51,change_accent,20,8
"if i may, i'd like to call you slave",55,change_ai_name,21,4
alter the name given to the ai,55,change_ai_name,21,4
please change the ai name,55,change_ai_name,21,4
will you answer if i call you lexi,55,change_ai_name,21,4
may i start referring to you as jeff,55,change_ai_name,21,4
i go by brad,144,change_user_name,24,6
i am josh,144,change_user_name,24,6
my name is brad,144,change_user_name,24,6
can i change my nickname,144,change_user_name,24,6
my names carrie,144,change_user_name,24,6
set the volume to 4 now,150,change_volume,25,3
would you please increase your speaker volume,150,change_volume,25,3
raise the volume to 4 please,150,change_volume,25,3
please set the volume to 4,150,change_volume,25,3
volume should be set at 4,150,change_volume,25,3
how long should i cook the asparagus for,86,cook_time,27,7
how much time does it take to boil an egg,86,cook_time,27,7
how long is it acceptable to carmelize onions,86,cook_time,27,7
tell me how long i will need to spend preparing a meat loaf dish,86,cook_time,27,7
how long should i cook the pasta for,86,cook_time,27,7
how do increase the credit limit on my visa card,109,credit_limit_change,29,5
will i be able to increase my credit limit to $1000,109,credit_limit_change,29,5
can i increase the credit limit for my american express card,109,credit_limit_change,29,5
is it possible to increase the credit limit for my discover card,109,credit_limit_change,29,5
credit limit change,109,credit_limit_change,29,5
can you figure out how to find my credit score,69,credit_score,30,1
tell me my credit score please,69,credit_score,30,1
what is my credit score,69,credit_score,30,1
will you tell me my credit score,69,credit_score,30,1
what in the world is my credit rating,69,credit_score,30,1
please give me my gps coordinates,136,current_location,31,4
give me my location on the map,136,current_location,31,4
show me where i am,136,current_location,31,4
what country and city am i in,136,current_location,31,4
please show me where i am on a map,136,current_location,31,4
"my card split in half, how do i report it",87,damaged_card,32,1
report that the card has been wrecked,87,damaged_card,32,1
"my card got melted in the dryer and i need to report it, please",87,damaged_card,32,1
how do i report my card if it got cut in half,87,damaged_card,32,1
"i can not use my card, it is damaged",87,damaged_card,32,1
what's today's date,95,date,33,7
can you tell me what today's date is,95,date,33,7
what is the date tomorrow,95,date,33,7
can you remind me of the date,95,date,33,7
tell me what the date is today,95,date,33,7
read me the definition of ajar,139,definition,34,4
what is good riddance mean,139,definition,34,4
what does discretionary mean,139,definition,34,4
tell me what the word die means,139,definition,34,4
tell me the definition of the word redemption,139,definition,34,4
please tell me the subway station nearest to madison square garden in new york,72,directions,36,3
i want to know how to get to statue of liberty by bus,72,directions,36,3
"i'm at home, so where is the closest starbucks",72,directions,36,3
what's the distance between home and the closest starbucks,72,directions,36,3
is it possible to take the bus to the brooklyn bridge,72,directions,36,3
how long's it take to get to the panera downtown,78,distance,37,6
what amount of time will pass in order for a person at our location to take bus to detroit,78,distance,37,6
how long will it take me to drive to the park in west county,78,distance,37,6
how long does it take to get to red robin on phoenix,78,distance,37,6
it takes how long to get to the beach in santa barbara,78,distance,37,6
tell me what kinds of pets you have,34,do_you_have_pets,38,0
what are your pets,34,do_you_have_pets,38,0
why types of animals do you currently have as pets,34,do_you_have_pets,38,0
let me know if you are a cat or dog person,34,do_you_have_pets,38,0
i need to know whether you are a cat or dog person,34,do_you_have_pets,38,0
exchange rate between mexico and us,38,exchange_rate,39,0
what is the exchange rate for canadian dollars to us dollars,38,exchange_rate,39,0
how much is 500 dollars in pesos,38,exchange_rate,39,0
how much dollars do i receive if i trade in 6 yens,38,exchange_rate,39,0
how many pesos in one dollar us,38,exchange_rate,39,0
please find out the expiration date for my credit card,44,expiration_date,40,0
when is my card going to expire,44,expiration_date,40,0
what date does my capital one card expire,44,expiration_date,40,0
what's the month that my card expires,44,expiration_date,40,0
my card expires in what month,44,expiration_date,40,0
where can i find my phone,81,find_phone,41,4
i don't know where i left my phone,81,find_phone,41,4
find out where my phone is,81,find_phone,41,4
can you call my cellphone,81,find_phone,41,4
"ai, i lost my phone, help me find it please",81,find_phone,41,4
at what time will my flight land,80,flight_status,42,2
can you tell me what time this flight is going to land,80,flight_status,42,2
when's my flight boarding,80,flight_status,42,2
whats my delta flight's status,80,flight_status,42,2
will my delta flight leave on time,80,flight_status,42,2
lets do a coin toss,33,flip_coin,43,8
spin a coin,33,flip_coin,43,8
can you do a coin flip,33,flip_coin,43,8
please tell me if a coin flip lands on heads or tails,33,flip_coin,43,8
i need to do a fair coin flip,33,flip_coin,43,8
when does milk expire,54,food_last,44,7
tell me when the milk will expire,54,food_last,44,7
is it okay to eat chicken that i put in the fridge on monday,54,food_last,44,7
how long do i have before frozen chicken will go bad,54,food_last,44,7
how long does it take frozen steaks to go bad,54,food_last,44,7
pause my account,20,freeze_account,45,7
is it too much trouble to put a stop on my bank account,20,freeze_account,45,7
please turn my account to frozen,20,freeze_account,45,7
please pause my banking actions,20,freeze_account,45,7
put a hold on my bank account,20,freeze_account,45,7
any unique trivia about beats headphones,129,fun_fact,46,6
i want to know all about trivia for the office,129,fun_fact,46,6
i want to know a fun fact about pluto,129,fun_fact,46,6
what's a fun fact about mythology,129,fun_fact,46,6
tell me a random fact,129,fun_fact,46,6
what's left in my gas tank,110,gas,47,5
how much gas is in the tank,110,gas,47,5
please tell me the amount of gas i have,110,gas,47,5
how much fuel do i have,110,gas,47,5
what's my current fuel level,110,gas,47,5
does this car take regular gas,8,gas_type,48,7
tell me what cas is needed for this car,8,gas_type,48,7
does my car need specific fuel,8,gas_type,48,7
which gas grade does this car take,8,gas_type,48,7
tell me the gasoline type for this car,8,gas_type,48,7
bye!,114,goodbye,49,3
it was good chatting,114,goodbye,49,3
"syonara, ai device!",114,goodbye,49,3
"goodbye, helpful ai device!",114,goodbye,49,3
it was really nice to be able to chat with you,114,goodbye,49,3
how do you feel,82,greeting,50,8
are you feeling okay,82,greeting,50,8
good day,82,greeting,50,8
hiya!,82,greeting,50,8
how is my ai doing,82,greeting,50,8
how busy will chili's be if i go at 6 pm,102,how_busy,51,3
"at four, how much business does georgio have",102,how_busy,51,3
do you know how long of a wait it will be,102,how_busy,51,3
how long is the restaurant line before we go,102,how_busy,51,3
how long is the wait at macaroni grill,102,how_busy,51,3
what's your age siri,99,how_old_are_you,52,4
how long have you been alive for,99,how_old_are_you,52,4
i am needing to know when you were born,99,how_old_are_you,52,4
i am wanting to know how old you are,99,how_old_are_you,52,4
would you tell me your age,99,how_old_are_you,52,4
what can i do to raise my credit score,28,improve_credit_score,53,1
my credit is going down what should i do,28,improve_credit_score,53,1
how can i improve my credit score,28,improve_credit_score,53,1
what factors can ruin a credit score,28,improve_credit_score,53,1
how to keep my credit from dropping,28,improve_credit_score,53,1
how much money do i bring in,93,income,54,8
what amount do i make,93,income,54,8
advise me of my income,93,income,54,8
tell me how much i make,93,income,54,8
what are they paying me at work right now,93,income,54,8
what ingredients are in chips,112,ingredients_list,56,8
what ingredients are in dough,112,ingredients_list,56,8
what kind of stuff is in potato salad,112,ingredients_list,56,8
what ingredients are required for chicken noodle soup,112,ingredients_list,56,8
i’m making spaghetti what ingredients do i need,112,ingredients_list,56,8
what do i do to get new insurance,64,insurance_change,58,6
walk me through on how to change my insurance,64,insurance_change,58,6
"how do i get new insurance, please",64,insurance_change,58,6
how do i update my insurance,64,insurance_change,58,6
"how can i obtain new insurance, please",64,insurance_change,58,6
what kind of international transaction fees are related to my amex,137,international_fees,60,2
will i be charged if i use my card in detroit,137,international_fees,60,2
what are my chase cards fees for international transactions,137,international_fees,60,2
