text,label,label_text,global_label,task_id
does applebees in trenton do reservations,9,accept_reservations,0,0
does redrobin take reservations,9,accept_reservations,0,0
what locations of applebee's take reservations,9,accept_reservations,0,0
do you know if whether or not zeus does reservations,9,accept_reservations,0,0
do they take reservations at outback steakhouse,9,accept_reservations,0,0
does gramercy tavern accept reservations,9,accept_reservations,0,0
find out if la tour d'argent in paris takes reservations,9,accept_reservations,0,0
does burger king accept reservations,9,accept_reservations,0,0
does minnis take reservations,9,accept_reservations,0,0
does black rock take reservations,9,accept_reservations,0,0
do they take reservations at mendy's,9,accept_reservations,0,0
does hannahs in galloway take reservations,9,accept_reservations,0,0
are reservations allowed at burger king,9,accept_reservations,0,0
does the restaurant michael's take reservations,9,accept_reservations,0,0
where can i find jimmy john's reservations,9,accept_reservations,0,0
can i make a reservation at michael's,9,accept_reservations,0,0
does cielo take reservations,9,accept_reservations,0,0
do you know if ruth chris does reservations,9,accept_reservations,0,0
i need to find out do you know if zeus does reservations,9,accept_reservations,0,0
do they take reservations at carrabbas,9,accept_reservations,0,0
i need an alarm set for 6 in the morning,83,alarm,2,4
can you make an alarm for 7 am,83,alarm,2,4
create alarm 6am,83,alarm,2,4
set my alarm for getting up,83,alarm,2,4
i want to be woken up at 9 tomorrow,83,alarm,2,4
"at 9 tomorrow, set off the alarm",83,alarm,2,4
initiate a new alarm please,83,alarm,2,4
create an alarm for 9 am and another one for 11 am,83,alarm,2,4
make a new alarm,83,alarm,2,4
please set up an alarm to go off tomorrow at daybreak,83,alarm,2,4
set the alarm to go off at 9 tomorrow,83,alarm,2,4
make an alarm 6am,83,alarm,2,4
i need an alarm set,83,alarm,2,4
please set an alarm for mid day,83,alarm,2,4
create an alarm,83,alarm,2,4
i want an alarm to go off at 9 am,83,alarm,2,4
create an alarm for 6am,83,alarm,2,4
set alarm for 6am,83,alarm,2,4
i need one alarm to go off at 6:30 am and a second alarm set for 8:00 am,83,alarm,2,4
help me get up at eight thirty in the morning tomorrow,83,alarm,2,4
did my chase card application go through yet,103,application_status,3,1
do you know if anyone's even looked at the application i sent in for the new visa card,103,application_status,3,1
when can i hear the decision on my credit card application,103,application_status,3,1
can you find out if my application at smith bank was approved or not  i applied for s credit card a month ago,103,application_status,3,1
has my application for a trust bank credit card been mailed out and if so was i approved or not,103,application_status,3,1
have i received any messages about my credit card application,103,application_status,3,1
i want to know if my application for a credit card at community bank has been approved or not,103,application_status,3,1
has the application for my american express been processed yet,103,application_status,3,1
was my application approved or not for a credit card at chase bank,103,application_status,3,1
how will i know when my application for a credit card has been processed,103,application_status,3,1
is it likely my credit card application has processed yet,103,application_status,3,1
"has my credit card application been received, or what is its current status",103,application_status,3,1
"can you find out the latest on my credit card application, i haven't heard an update in some time",103,application_status,3,1
check on my credit card application,103,application_status,3,1
i filed a credit card application so what is going on with it,103,application_status,3,1
how is my application on new credit card going,103,application_status,3,1
have i gotten confirmation for my credit card app,103,application_status,3,1
please look into the latest status of my credit card application,103,application_status,3,1
look into the status of the credit card application i submitted recently for my new card,103,application_status,3,1
i need to know if the application been processed,103,application_status,3,1
what is the apr on my american express card,132,apr,4,3
what's my apr on this card,132,apr,4,3
how much is my amex's apr,132,apr,4,3
please say my credit card's apr,132,apr,4,3
i need the apr on my visa card,132,apr,4,3
how high is the apr on my mastercard,132,apr,4,3
what is the apr to my credit card,132,apr,4,3
tell me my credit card's annual percentage rate,132,apr,4,3
"what's the apr on my amex card, please",132,apr,4,3
could you tell me what is the apr for the credit card,132,apr,4,3
what is the credit card apr at the moment,132,apr,4,3
give me my credit card's apr,132,apr,4,3
give me the apr for my mastercard,132,apr,4,3
"what's the apr on my visa card, please",132,apr,4,3
how good is card apr,132,apr,4,3
can you tell me the apr on my visa card,132,apr,4,3
i need to know the apr for my visa card,132,apr,4,3
what is the apr on my discover card,132,apr,4,3
how much do i pay in apr on my amex card,132,apr,4,3
can you inform me what my apr is on my visa,132,apr,4,3
confirm a flight for me from ft lauderdale to houston on southwest,63,book_flight,9,4
buy a flight from phoenix to el paso on august 30 that returns on labor day,63,book_flight,9,4
could you get me a delta flight from sioux falls to philadelphia for under $400,63,book_flight,9,4
"for the dates april 1st to the 7th, find me round trip air tickets from la to sfo",63,book_flight,9,4
book me a flight from o'hare to las vegas on deltacom,63,book_flight,9,4
what are some roundtrip flights from dallas to los angeles from march 2 to march 10,63,book_flight,9,4
book a flight from bangor to las vegas on may 1st and returning july 4th,63,book_flight,9,4
i need a roundtrip flight for 5/2 to 5/8 from nyc to los angeles,63,book_flight,9,4
i need to get a flight out of lax to dia on the 16th for under four hundred,63,book_flight,9,4
could you make a flight reservation with air emirates from orlando to london,63,book_flight,9,4
can you find me a roundtrip flight from orlando to austin for 3/28 to 4/5,63,book_flight,9,4
reserve me a flight from ft lauderdale to houston on southwest,63,book_flight,9,4
i'm looking for a roundtrip flight from aaf to dia for february 23rd to february 28th,63,book_flight,9,4
what airlines have flights round trip on april 1st to april 7th from lax to sfo,63,book_flight,9,4
book a flight from sacremento to tampa two weeks from now and returning a month after,63,book_flight,9,4
i need you to get me a flight booked from houston to miami on united airlines,63,book_flight,9,4
find me a roundtrip flight from dallas to los angeles from march 2 to march 10,63,book_flight,9,4
i need to get from jfk to dallas with united for under $500,63,book_flight,9,4
get me roundtrip flight information for flights from dallas to houston for june 8 and june 17,63,book_flight,9,4
get me a flight for tuesday on spiritcom to las vegas from chicago,63,book_flight,9,4
book me a hotel in seattle near the space needle from march 3rd to 5th,116,book_hotel,10,6
book me a hotel in chicago near the water tower shopping from april 2nd to 4th,116,book_hotel,10,6
will you find me a place to stay in casper from march 5th to march 11th,116,book_hotel,10,6
please book me a room in austin from tomorrow to the 2nd,116,book_hotel,10,6
please book me a place in pittsburgh to stay from monday to friday,116,book_hotel,10,6
need a place to crash in elizabeth near the refinery from june 4th until the 9th,116,book_hotel,10,6
i need a hotel in new orleans with awesome reviews,116,book_hotel,10,6
are there any good hotels in salem,116,book_hotel,10,6
i want a hotel room for 6 from the 1st through the 3rd in seattle,116,book_hotel,10,6
help me find a hotel in that has good reviews in columbus,116,book_hotel,10,6
i need lodging in lizton near the ice cream parlor from may 3rd until the 8th,116,book_hotel,10,6
i need a room in indianapolis near the track from may 2nd through the 5th,116,book_hotel,10,6
"i need a place in pittsburgh to stay from monday to friday, can you help",116,book_hotel,10,6
i need a hotel room that can host 5 people from tomorrow to saturday in denver,116,book_hotel,10,6
i'm going to need a hotel in tampa near ybor city for march 23rd through the 28th,116,book_hotel,10,6
"what hotels are near, ny, ny for the 9th to 11th",116,book_hotel,10,6
i need a hotel in austin near south congress from 3/5 until 3/10,116,book_hotel,10,6
create a reservation novemeber 11 to 15 in cali,116,book_hotel,10,6
please help me book a place to stay in pittsburgh from monday to friday,116,book_hotel,10,6
i need a hotel booked in denver near the museum from friday to saturday,116,book_hotel,10,6
cookies have how many calories,135,calories,14,4
what is the caloric value of a cookie,135,calories,14,4
how many calories do cheetos have,135,calories,14,4
can you tell me the calories for the cheeseburger,135,calories,14,4
how many calories are in a piece of bacon,135,calories,14,4
what is the total number of calories in a bag of potato chips,135,calories,14,4
what's the expected calories in a cream filled cookie,135,calories,14,4
what are the total calories for two servings of pasta,135,calories,14,4
how many calories are in a can of coke,135,calories,14,4
what's the caloric content if you eat roast beef,135,calories,14,4
how many calories should i plan to be in a donut,135,calories,14,4
how many calories are in vanilla ice cream,135,calories,14,4
what's the amount of calories in an cream filled oatmeal cookie,135,calories,14,4
how many calories in this slice of pizza,135,calories,14,4
what's the number of calories in a pepsi,135,calories,14,4
i need to know the calorie content in a piece of pepperoni pizza,135,calories,14,4
one cup of almonds has how many calories,135,calories,14,4
looks up the calories in cheetos,135,calories,14,4
what is the calorie count of an apple,135,calories,14,4
how many calories on average are in a hot dog,135,calories,14,4
i would like you to stop what you were doing,147,cancel,15,6
shhhh,147,cancel,15,6
cancel action,147,cancel,15,6
please cancel your present task,147,cancel,15,6
do not complete the task that i gave you,147,cancel,15,6
"cancel my last request, i know the answer",147,cancel,15,6
cancel that input,147,cancel,15,6
"what you are doing is not actually helpful, please cancel the action",147,cancel,15,6
"that's enough, don't say anymore please",147,cancel,15,6
"actually, cancel that command",147,cancel,15,6
"stop working on it, i need something else",147,cancel,15,6
"never mind, cancel that",147,cancel,15,6
don't continue with what you're doing,147,cancel,15,6
please abandon the current job,147,cancel,15,6
scratch,147,cancel,15,6
undo,147,cancel,15,6
can you stop speaking,147,cancel,15,6
discontinue please,147,cancel,15,6
abort running program,147,cancel,15,6
"ai, shut up",147,cancel,15,6
please cancel my 7:30 reservation for morton's,67,cancel_reservation,16,2
get rid of my dinner reservation,67,cancel_reservation,16,2
is it possible to cancel the reservation at outback for the johnsons,67,cancel_reservation,16,2
cancel my reservation for chris at jp field's,67,cancel_reservation,16,2
please cancel the table for two at burger king,67,cancel_reservation,16,2
go ahead and cancel the reservation i made for 6:00 pm at parc,67,cancel_reservation,16,2
please cancel my dinner reservation for tuesday,67,cancel_reservation,16,2
remove my reservation at outback for timmy,67,cancel_reservation,16,2
i want to cancel my reservation for 5 at red robin,67,cancel_reservation,16,2
the reservation i have isn't needed any more,67,cancel_reservation,16,2
cancel my reservation for 3 at carlos jr,67,cancel_reservation,16,2
cancel my reservation with carl at umami,67,cancel_reservation,16,2
please cancel my reservation for chris at brio,67,cancel_reservation,16,2
"cancel my reservation for dinner, please",67,cancel_reservation,16,2
can you cancel my reservation tonight for chris at smith and wollensky,67,cancel_reservation,16,2
cancel my reservation for me,67,cancel_reservation,16,2
"i don't need my reservation, can you cancel it",67,cancel_reservation,16,2
get rid of my 4 pm reservation at the steakhouse please,67,cancel_reservation,16,2
call the restaurant and cancel my reservation,67,cancel_reservation,16,2
annul the reservation i created,67,cancel_reservation,16,2
"id like a car rental between january 1st to the 3rd in denver, id like a ford",40,car_rental,17,3
could i rent a car out of dallas from april 1-10,40,car_rental,17,3
how can i rent a car in boston,40,car_rental,17,3
"in aiken, get me a rental for may 12 to may 16",40,car_rental,17,3
are you able to help with booking a car rental in seattle,40,car_rental,17,3
i need to book a car rental in boston,40,car_rental,17,3
help me book a rental car in green bay,40,car_rental,17,3
i'd like to rent an automobile in pittsburgh from this tuesday until next thursday can i do that,40,car_rental,17,3
what places in chicago will allow me to rent a car from monday to friday,40,car_rental,17,3
i want to travel to new york and i would like to rent a car,40,car_rental,17,3
reserve a car rental for denver colorado for a ford between january 1st through 3rd,40,car_rental,17,3
rent me a car in aiken on may 12 to may 16,40,car_rental,17,3
are there any reputable car rental places in seattle,40,car_rental,17,3
is it possible to rent a car from laguardia from tuesday to friday,40,car_rental,17,3
i'll need a rental car from 3/3 - 3/14 in vegas,40,car_rental,17,3
can i get assistance with booking a seattle car rental,40,car_rental,17,3
"i'd like to rent a limo in las vegas from may 01, 2019 to may 03, 2019",40,car_rental,17,3
"will you help me rent a car from march 2 to 6th in dallas i want a bmw suv, if possible",40,car_rental,17,3
i want to rent a bmw suv for dallas from march 2 to 6th,40,car_rental,17,3
i need to rent a car in boston,40,car_rental,17,3
"my card was declined yesterday, why",49,card_declined,18,1
