text,label,label_text,global_label,task_id
is there evening reservations available in the eve,9,accept_reservations,0,0
can i make a reservation for redrobin,9,accept_reservations,0,0
do they take reservations at olive garden,9,accept_reservations,0,0
does burger king accept reservations,9,accept_reservations,0,0
do they take reservations at bar tartine,9,accept_reservations,0,0
can you tell me if zeus does reservations,9,accept_reservations,0,0
are reservations allowed at burger king,9,accept_reservations,0,0
does iron skillet at the truck stop trake reservations,9,accept_reservations,0,0
does ruby tuesday accept reservations,9,accept_reservations,0,0
how many culver's take reservations,9,accept_reservations,0,0
i filed a credit card application so what is going on with it,103,application_status,3,1
do you know if my amex card app went through,103,application_status,3,1
"i put in a credit card application, so what is the status with it currently",103,application_status,3,1
what is the status of the application for a credit card i put in,103,application_status,3,1
look into the status of the credit card application i submitted recently for my new card,103,application_status,3,1
tell me about my american express application; did it go through,103,application_status,3,1
have i received any messages about my credit card application,103,application_status,3,1
i want to be updated on the most recent status of my credit card application,103,application_status,3,1
has anyone looked at my mastercard application,103,application_status,3,1
what is the status of my application for the credit card,103,application_status,3,1
how do i fix my card being declined,49,card_declined,18,1
please tell me why did my card not get accepted,49,card_declined,18,1
i wonder why my card got declined yesterday,49,card_declined,18,1
explain why was my card declined at boston market,49,card_declined,18,1
let me know why my card got declined,49,card_declined,18,1
i don't understand why walgreens declined my card,49,card_declined,18,1
"buying qtips today, my card got declined at walmart",49,card_declined,18,1
tell me why my card got declined,49,card_declined,18,1
where can i find out why my card was recently declined at amazoncom,49,card_declined,18,1
"my card was declined at the store yesterday, what happened",49,card_declined,18,1
what in the world is my credit rating,69,credit_score,30,1
can you figure out how to find my credit score,69,credit_score,30,1
what is my credit score,69,credit_score,30,1
tell me my credit score please,69,credit_score,30,1
will you tell me my credit score,69,credit_score,30,1
inform me of my current credit rating,69,credit_score,30,1
tell me the steps to getting my credit score,69,credit_score,30,1
would you tell me my credit score,69,credit_score,30,1
provide me with my credit score,69,credit_score,30,1
show me my credit score please,69,credit_score,30,1
"i can not use my card, it is damaged",87,damaged_card,32,1
"my card split in half, how do i report it",87,damaged_card,32,1
"my card got melted in the dryer and i need to report it, please",87,damaged_card,32,1
report that the card has been wrecked,87,damaged_card,32,1
how do i report my card if it got cut in half,87,damaged_card,32,1
how report that scratched my card,87,damaged_card,32,1
how to report bent credit card,87,damaged_card,32,1
my card's magnetic strip is not working and i want to notify them,87,damaged_card,32,1
my card is unusable because it's damaged,87,damaged_card,32,1
"my card needs replaced, i accidentally scraped it",87,damaged_card,32,1
i need to know whether you are a cat or dog person,34,do_you_have_pets,38,0
what type of pet do you have,34,do_you_have_pets,38,0
do you have many kinds of pets at your house,34,do_you_have_pets,38,0
do you have any domestic animals,34,do_you_have_pets,38,0
tell me what kinds of pets you have,34,do_you_have_pets,38,0
let me know what kinds of pets you have,34,do_you_have_pets,38,0
why types of animals do you currently have as pets,34,do_you_have_pets,38,0
do you have pets,34,do_you_have_pets,38,0
what are your pets,34,do_you_have_pets,38,0
let me know if you are a cat or dog person,34,do_you_have_pets,38,0
how many pesos in one dollar us,38,exchange_rate,39,0
how many pesos can i get for one dollar,38,exchange_rate,39,0
how many dollars can i exchange for 5000 rubles,38,exchange_rate,39,0
how many lira can i get for 250 dollars,38,exchange_rate,39,0
exchange rate between mexico and us,38,exchange_rate,39,0
what is the exchange rate between usd and the euro,38,exchange_rate,39,0
how much is 500 dollars in pesos,38,exchange_rate,39,0
how many swedish kroner do i get for a dollar,38,exchange_rate,39,0
what is the exchange rate for canadian dollars to us dollars,38,exchange_rate,39,0
how much dollars do i receive if i trade in 6 yens,38,exchange_rate,39,0
my card expires in what month,44,expiration_date,40,0
how long til my visa card expires,44,expiration_date,40,0
what's the expiry month of my card,44,expiration_date,40,0
when my credit card is going to expire,44,expiration_date,40,0
please find out the expiration date for my credit card,44,expiration_date,40,0
do i need a new card yet,44,expiration_date,40,0
what date does my capital one card expire,44,expiration_date,40,0
when is the expiration date for my visa card,44,expiration_date,40,0
when is my card going to expire,44,expiration_date,40,0
what's the month that my card expires,44,expiration_date,40,0
how to keep my credit from dropping,28,improve_credit_score,53,1
what can i do to raise my credit score,28,improve_credit_score,53,1
how can i improve my credit score,28,improve_credit_score,53,1
my credit is going down what should i do,28,improve_credit_score,53,1
what factors can ruin a credit score,28,improve_credit_score,53,1
