text,label,label_text,global_label,task_id
does ruby tuesday accept reservations,9,accept_reservations,0,0
are reservations allowed at burger king,9,accept_reservations,0,0
do they take reservations at bar tartine,9,accept_reservations,0,0
is there evening reservations available in the eve,9,accept_reservations,0,0
how many culver's take reservations,9,accept_reservations,0,0
can you tell me if zeus does reservations,9,accept_reservations,0,0
do they take reservations at olive garden,9,accept_reservations,0,0
does iron skillet at the truck stop trake reservations,9,accept_reservations,0,0
does burger king accept reservations,9,accept_reservations,0,0
can i make a reservation for redrobin,9,accept_reservations,0,0
what are your pets,34,do_you_have_pets,38,0
why types of animals do you currently have as pets,34,do_you_have_pets,38,0
tell me what kinds of pets you have,34,do_you_have_pets,38,0
i need to know whether you are a cat or dog person,34,do_you_have_pets,38,0
let me know if you are a cat or dog person,34,do_you_have_pets,38,0
let me know what kinds of pets you have,34,do_you_have_pets,38,0
do you have many kinds of pets at your house,34,do_you_have_pets,38,0
do you have pets,34,do_you_have_pets,38,0
do you have any domestic animals,34,do_you_have_pets,38,0
what type of pet do you have,34,do_you_have_pets,38,0
what is the exchange rate for canadian dollars to us dollars,38,exchange_rate,39,0
how much is 500 dollars in pesos,38,exchange_rate,39,0
exchange rate between mexico and us,38,exchange_rate,39,0
how many pesos in one dollar us,38,exchange_rate,39,0
how much dollars do i receive if i trade in 6 yens,38,exchange_rate,39,0
what is the exchange rate between usd and the euro,38,exchange_rate,39,0
how many dollars can i exchange for 5000 rubles,38,exchange_rate,39,0
how many swedish kroner do i get for a dollar,38,exchange_rate,39,0
how many lira can i get for 250 dollars,38,exchange_rate,39,0
how many pesos can i get for one dollar,38,exchange_rate,39,0
when is my card going to expire,44,expiration_date,40,0
what date does my capital one card expire,44,expiration_date,40,0
please find out the expiration date for my credit card,44,expiration_date,40,0
my card expires in what month,44,expiration_date,40,0
what's the month that my card expires,44,expiration_date,40,0
do i need a new card yet,44,expiration_date,40,0
what's the expiry month of my card,44,expiration_date,40,0
when is the expiration date for my visa card,44,expiration_date,40,0
when my credit card is going to expire,44,expiration_date,40,0
how long til my visa card expires,44,expiration_date,40,0
i'm vacationing in israel will i need a visa,59,international_visa,61,0
do i need an international visa to go to england,59,international_visa,61,0
do i need a visa to leave the country,59,international_visa,61,0
do i need a travel visa to visit japan,59,international_visa,61,0
i am going to germany soon do i need a visa,59,international_visa,61,0
do i need a visa for canada,59,international_visa,61,0
i am going to travel to mexico soon; do i need to get a visa,59,international_visa,61,0
do i need to apply for a visa to visit dnipro,59,international_visa,61,0
would i need a tourist visa for brazil,59,international_visa,61,0
"to visit cambodia, do i need an international visa",59,international_visa,61,0
when was the last time my car was in the shop,37,last_maintenance,63,0
look up the date of my last oil change,37,last_maintenance,63,0
how long ago did my car get looked at,37,last_maintenance,63,0
"i can't remember when my car last went to the shop, can you find out for me",37,last_maintenance,63,0
when was my car last worked on,37,last_maintenance,63,0
when did i last have car maintenance,37,last_maintenance,63,0
when did my car get looked at last,37,last_maintenance,63,0
i need to know when was the last time i had my car checked out for a tune up,37,last_maintenance,63,0
when did i last bring my car in to get looked over,37,last_maintenance,63,0
tell me when my car last had its oil changed,37,last_maintenance,63,0
use my phone to dial work,25,make_call,65,0
please dial christie's number,25,make_call,65,0
call robby,25,make_call,65,0
get a hold of sue,25,make_call,65,0
phone call secretary,25,make_call,65,0
can you make a phone call to randy,25,make_call,65,0
please dial x's phone number,25,make_call,65,0
ring steven,25,make_call,65,0
call erryn,25,make_call,65,0
place a phone call to yiming,25,make_call,65,0
give me the next song,118,next_song,75,0
