text,label,label_text,global_label,task_id
do they accept reservations at michael's,9,accept_reservations,0,0
will they take reservations at torris,9,accept_reservations,0,0
can you make reservations at hodak's,9,accept_reservations,0,0
do they take reservations at bjs,9,accept_reservations,0,0
does the restaurant michael's take reservations,9,accept_reservations,0,0
does ruby tuesday accept reservations,9,accept_reservations,0,0
do you know if outback allows reservations,9,accept_reservations,0,0
can i get a reservation at champs,9,accept_reservations,0,0
i need to know if angelos takes reservations,9,accept_reservations,0,0
does tony's in downton let you make reservations,9,accept_reservations,0,0
does bar tartine in san francisco take reservations,9,accept_reservations,0,0
will qdoba take reservations,9,accept_reservations,0,0
do they take reservations at mcdonalds,9,accept_reservations,0,0
do they take reservations at mendy's,9,accept_reservations,0,0
do you know if bottlenecks takes dinner reservations,9,accept_reservations,0,0
do they take reservations at state bird,9,accept_reservations,0,0
does moes in la except rerservations,9,accept_reservations,0,0
do they take reservations at buffalo wild wings,9,accept_reservations,0,0
will they take reservations at chillis,9,accept_reservations,0,0
is there evening reservations available in the eve,9,accept_reservations,0,0
can you tell me if you have any pets,34,do_you_have_pets,38,0
are you a cat person,34,do_you_have_pets,38,0
how would you explain the pets you own,34,do_you_have_pets,38,0
"if you were getting a pet, would you get a cat or would you get a dog",34,do_you_have_pets,38,0
what sorts of pets do you own,34,do_you_have_pets,38,0
what are your pets,34,do_you_have_pets,38,0
are you a pet owner,34,do_you_have_pets,38,0
tell me what kind of pets you have,34,do_you_have_pets,38,0
do you have different kinds of pets,34,do_you_have_pets,38,0
"what is your favorite, cats or dogs",34,do_you_have_pets,38,0
would you like to live with a cat or a dog,34,do_you_have_pets,38,0
any pets in your household,34,do_you_have_pets,38,0
do you like cat or dogs,34,do_you_have_pets,38,0
i want to hear about your pets,34,do_you_have_pets,38,0
would you say you like cats or dogs,34,do_you_have_pets,38,0
i must know what kinds of pets you have,34,do_you_have_pets,38,0
what are all your pets,34,do_you_have_pets,38,0
what kind of pets live with you,34,do_you_have_pets,38,0
have you any pets,34,do_you_have_pets,38,0
i need to know whether you are a cat or dog person,34,do_you_have_pets,38,0
what is the exchange rate between rubles and us dollars,38,exchange_rate,39,0
i would like to know the usd to aud conversion rate,38,exchange_rate,39,0
what's dollars yen in 10,38,exchange_rate,39,0
what is one dollar worth in mexico,38,exchange_rate,39,0
how many canadian dollars can i exchange for 200 yen,38,exchange_rate,39,0
what is the exchange rate for canadian dollars to us dollars,38,exchange_rate,39,0
how many dollars can i exchange for 200 euros,38,exchange_rate,39,0
what is the maximum dollars i can get for 6 yens,38,exchange_rate,39,0
i gotta know the exchange rate between yen and rubles,38,exchange_rate,39,0
tell me the exchange rate between rubles and dollars,38,exchange_rate,39,0
what is 56 dollars in yen,38,exchange_rate,39,0
whats euros kroner in 25,38,exchange_rate,39,0
how many dollars is one mexican peso,38,exchange_rate,39,0
how many dollars can i exchange for 200 yen,38,exchange_rate,39,0
what's the currency conversion between rubles and pounds,38,exchange_rate,39,0
what is 2 francs in euros,38,exchange_rate,39,0
what is 50 dollars in euros,38,exchange_rate,39,0
i need to know five dollars in yen and rubles,38,exchange_rate,39,0
how many us dollars can i get for 20 euros,38,exchange_rate,39,0
how many pesos in one dollar us,38,exchange_rate,39,0
what date will my hy-vee card need to be renewed,44,expiration_date,40,0
i need to know when my mastercard will expire,44,expiration_date,40,0
can you tell me if my credit card expires in the near future,44,expiration_date,40,0
i need to know when my card is set to expire please,44,expiration_date,40,0
when should i expect my visa to expire,44,expiration_date,40,0
when is my card going to expire,44,expiration_date,40,0
find out for me when my mastercard expires,44,expiration_date,40,0
how long is it going to be until my card expires,44,expiration_date,40,0
i want to know the expiry month of my card,44,expiration_date,40,0
can you tell me what date my credit card expires,44,expiration_date,40,0
how long will it be until my visa card expires,44,expiration_date,40,0
does my credit card expire soon,44,expiration_date,40,0
tell me the expiration date for my current credit card,44,expiration_date,40,0
how long until my visa expires,44,expiration_date,40,0
what is the expiration date of my wells fargo card,44,expiration_date,40,0
where can i find my credit card's expiration date,44,expiration_date,40,0
what is the expiration date on my credit card,44,expiration_date,40,0
tell me the month my card expires,44,expiration_date,40,0
help me figure out when exactly my credit card will be expiring,44,expiration_date,40,0
my card expires in what month,44,expiration_date,40,0
does ireland require an international visa,59,international_visa,61,0
do i need a visa to get into canada later this year,59,international_visa,61,0
"for travel to argentina, do i need to get a travel visa",59,international_visa,61,0
"if i'm planning to go to the uk, do i need a visa",59,international_visa,61,0
must i have an international visa when travelling to russia,59,international_visa,61,0
i'm vacationing in israel will i need a visa,59,international_visa,61,0
"i want to go to korea, do i need an international visa",59,international_visa,61,0
